100 4522
48 95 7131
86 51 5580
52 88 6672
19 93 5548
87 9 7336
56 68 5555
82 41 2625
18 13 6144
37 84 4057
24 43 310
99 19 5821
74 73 3136
57 88 3629
55 12 9749
22 90 5072
11 86 1356
93 81 523
66 58 3362
76 16 4917
53 71 2009
78 56 3919
38 47 5161
69 50 1127
31 13 399
83 16 5921
74 91 851
26 28 2739
18 4 6122
77 37 8686
3 42 8255
36 3 784
13 6 9417
17 89 2157
59 26 6064
90 24 6948
23 34 6133
27 22 9268
5 37 7831
44 92 6981
50 89 8200
8 70 8162
21 89 9259
90 83 7479
19 27 4246
55 54 4245
16 31 7352
67 57 7238
71 14 7454
89 95 123
52 44 5507
14 42 3122
8 96 6254
45 50 319
10 12 2882
2 1 1671
2 30 8334
16 51 5597
12 1 6170
93 47 4592
97 20 4154
97 22 3012
31 48 1104
63 84 1321
77 98 2348
39 68 6920
3 21 5172
33 63 1126
6 87 5218
16 49 3632
50 2 9173
19 3 1167
75 36 6946
63 89 9101
46 13 4309
39 47 5708
99 77 1303
47 95 7901
77 85 6501
81 62 5835
64 49 2244
72 70 1398
62 88 1040
35 66 1667
81 58 232
99 25 9138
56 3 1993
36 77 6215
39 82 9228
89 60 8891
37 47 4111
91 98 1266
27 68 2950
92 49 8570
74 36 1670
86 61 6665
7 2 8633
48 60 5743
59 66 2405
61 37 5979
6 67 532
46 97 8415
93 68 5326
45 18 9262
15 52 7251
97 19 9074
74 51 5891
49 38 1249
41 24 154
7 25 4527
25 11 1287
24 2 5577
71 80 4016
86 3 6253
32 27 1628
95 16 2443
37 40 5560
23 3 1935
33 46 7211
51 24 8587
21 95 8648
87 61 114
34 21 9483
20 7 1591
23 12 4666
1 95 1506
83 66 6095
42 3 4650
94 27 6188
17 72 957
44 15 1529
85 15 8056
70 56 9291
87 2 2038
39 69 6674
58 51 1352
58 80 7773
24 86 1485
38 66 3170
70 3 4417
23 26 212
84 88 3387
67 44 330
5 61 687
99 45 6994
0 87 1269
72 20 7952
52 82 6691
35 54 823
25 62 9242
74 42 2146
60 26 3653
44 5 1827
64 70 6559
76 14 1257
47 24 9404
56 50 8970
13 64 5399
34 79 8116
9 69 6396
6 39 5958
73 47 9200
82 79 3003
68 95 543
82 62 4252
36 60 2620
18 51 6755
51 44 2995
44 75 2143
90 20 8353
93 35 5718
47 74 1393
94 78 7277
55 47 3297
43 60 7881
26 88 1081
55 62 1160
96 97 4323
52 2 3677
73 1 1223
86 76 3688
34 18 6976
32 83 8171
59 47 7550
12 31 2486
56 16 8
57 42 7852
17 92 5016
22 75 7064
66 68 326
38 93 5386
29 14 2879
37 99 1413
69 84 7438
46 49 4318
91 94 5353
18 67 968
55 37 2096
87 17 8446
51 17 3340
84 27 4332
5 89 5189
61 67 8014
99 97 3049
30 44 2096
17 50 9563
37 48 8078
65 2 2928
3 77 342
22 61 1936
93 72 3027
23 5 1802
55 33 3517
55 88 5847
26 45 807
53 51 980
35 38 7485
28 40 1066
46 9 7446
17 16 2607
48 21 1364
51 69 216
69 66 6109
18 77 706
8 9 829
46 52 466
71 92 6041
0 42 3732
7 95 4621
70 72 3945
61 14 1659
12 9 7980
94 69 7110
89 31 5408
19 26 2665
70 47 7238
25 72 6326
33 80 5885
67 70 5606
49 36 9473
78 1 3667
76 23 3999
10 62 4765
30 25 700
44 82 8810
0 46 7820
47 93 8876
82 26 5697
1 39 7482
30 40 3535
69 41 620
85 93 8734
62 95 5600
32 41 4038
22 29 8910
76 95 6121
67 4 6713
76 30 7313
43 23 3149
62 28 4640
26 48 991
36 23 3605
87 67 6090
4 70 3556
58 14 9496
52 57 8757
31 79 7475
61 83 9216
1 40 3668
52 61 6674
25 27 5761
81 13 1028
28 38 6139
46 62 7775
11 47 7098
48 93 4726
39 56 4188
17 53 6312
7 49 5371
62 32 4711
57 7 3532
59 22 8212
36 24 5772
34 44 3708
23 49 6360
93 70 3863
19 63 6933
21 40 3124
69 37 9163
35 24 4323
11 71 8302
34 64 9276
60 47 1809
71 59 759
16 0 6697
79 34 7473
49 2 6521
72 57 1707
33 60 4310
63 58 2841
26 7 8493
16 88 6029
9 18 7768
29 63 4054
14 47 5176
74 33 3541
6 74 1700
88 25 5928
65 12 4519
55 93 4324
33 37 1102
1 22 4444
6 40 3611
23 90 5696
99 85 7306
20 66 8967
19 95 3447
76 10 8951
68 36 2217
32 87 6231
30 31 5756
54 76 3707
19 74 5743
73 42 6971
33 42 7561
88 19 4177
77 93 7239
32 56 4357
61 42 6595
34 9 4459
62 43 8212
28 80 762
61 93 6041
80 49 5991
83 57 105
26 43 1039
9 22 4170
16 81 2621
83 7 5285
47 22 1250
97 54 4089
56 8 6916
90 12 3550
62 44 9049
0 90 7368
74 46 8120
33 48 3963
38 43 9377
59 0 9596
29 46 8838
77 68 1004
11 17 9095
91 54 5713
69 54 9735
63 90 8635
3 10 4079
31 59 1221
61 72 6555
78 47 236
1 78 6721
36 55 9846
43 24 7345
90 1 7731
96 24 500
37 17 6313
1 82 1959
52 25 908
42 64 2224
9 67 9800
60 78 6133
25 83 9410
26 6 843
20 57 2559
84 93 9858
41 80 425
26 73 1521
47 4 9880
9 87 8537
43 38 2103
68 59 766
98 38 7798
80 41 5024
27 87 1299
15 80 8290
49 81 6011
36 22 4708
88 38 9906
84 38 7831
79 97 6008
7 48 5946
44 14 3595
19 2 231
93 22 7688
40 70 3994
6 34 8581
62 89 4897
27 40 5423
96 42 6233
9 0 6932
80 33 514
14 85 5706
39 11 2211
21 23 2371
9 60 5591
4 2 5799
12 16 4207
7 99 2034
47 9 7899
33 27 3387
94 87 8769
31 96 5274
6 54 33
72 88 1400
85 69 7239
23 80 1216
68 77 8614
15 40 2254
60 66 3872
91 61 5123
28 61 6828
78 99 5448
2 55 8648
71 22 3118
61 91 4527
40 3 1397
71 84 8790
41 48 3185
67 66 3627
44 61 9793
56 69 2655
43 15 9953
25 26 1061
92 15 2809
34 10 410
33 30 8926
46 95 6954
20 99 7015
6 51 8609
70 91 5737
77 8 3531
16 57 7020
68 9 5080
64 62 9353
60 24 6096
19 20 113
44 17 3995
75 72 7988
26 53 6965
55 59 129
78 20 214
15 2 8529
0 48 1971
17 45 7848
80 17 2161
69 78 4597
22 73 2393
77 94 4575
15 1 6838
24 91 5781
24 60 6724
9 74 884
61 10 99
25 58 98
18 72 3443
56 9 9180
51 41 2637
6 73 8666
17 87 2074
79 89 4918
0 99
