1000 97923
987 248 3549
590 233 65
842 355 6952
482 75 6644
224 734 1480
512 327 1591
230 268 6480
95 907 9414
71 229 544
899 484 2322
101 670 2380
561 467 4201
950 293 180
28 595 2113
776 433 319
495 763 4867
978 929 186
591 867 5755
897 461 3990
883 462 5284
419 457 7059
50 968 5008
776 233 227
388 344 5671
343 225 5781
735 808 6584
32 550 3188
273 881 3727
61 299 8362
880 501 3012
683 237 8448
113 134 7172
807 589 4559
473 118 8210
31 557 6794
920 798 6730
116 830 3676
351 707 3463
227 167 3903
185 49 3700
827 779 3067
4 636 7876
997 53 1616
593 408 2483
640 30 8261
242 369 6051
973 691 4993
478 776 7342
262 790 9673
60 377 1257
596 498 3471
829 111 1630
572 293 5154
202 465 6612
355 517 4916
330 975 635
758 696 2134
132 451 4895
493 267 505
289 515 5162
76 372 6868
978 645 7920
462 812 3729
515 111 5085
657 765 6640
803 145 5483
28 818 5282
411 30 5726
136 664 5273
899 197 4207
706 568 4890
29 733 1750
689 798 7323
925 542 1854
494 307 5187
400 711 2503
278 506 8333
297 751 5853
367 892 9191
169 932 2618
936 662 4379
220 307 7276
129 852 7949
259 458 1892
607 1 5309
86 581 7030
618 73 5892
416 199 2162
629 108 3322
278 281 8633
213 153 1532
255 762 2439
366 320 9596
758 358 3290
484 624 5859
579 270 9516
773 43 2238
796 118 1054
654 688 8176
18 102 6083
65 909 9481
988 97 809
771 76 5542
853 748 9531
203 917 5106
111 372 9201
267 668 6781
768 811 3681
545 841 6072
63 220 2791
951 337 9406
883 161 3083
377 110 2001
307 364 2190
174 219 2883
91 676 8278
466 200 1634
63 590 9937
554 649 8114
667 5 9562
523 729 4991
461 173 2318
931 137 5482
639 387 3760
246 21 3850
457 801 3546
600 703 5504
408 578 7810
823 380 1430
708 851 2453
730 89 6497
457 564 3209
791 687 1008
965 875 2850
190 662 847
330 167 542
298 202 8248
930 30 111
922 946 5604
300 345 6733
55 590 844
853 1 4691
534 353 3905
351 8 9941
131 725 1730
394 730 4920
338 211 9913
322 392 4943
853 290 851
702 572 2731
308 464 1286
533 350 1952
28 263 3677
668 354 3620
147 526 3770
329 16 6844
247 88 6100
901 83 3913
29 805 5677
350 719 1468
537 833 5713
448 79 4246
591 682 7868
867 655 7196
112 732 2908
526 947 1733
674 566 1485
741 941 6876
223 100 3378
534 620 6728
855 679 5433
265 936 9093
355 798 3081
102 351 797
476 533 3863
144 563 3841
232 412 3376
285 767 2466
621 172 4069
776 528 144
795 121 5676
53 722 3702
412 203 2232
753 959 4935
732 723 4336
869 918 3417
936 891 483
119 420 4710
331 404 8751
47 654 6235
145 502 5496
281 45 2889
77 431 2654
930 594 1310
804 137 658
818 36 4713
421 653 379
746 901 9750
552 622 2540
216 193 2976
558 655 7415
880 102 8424
785 991 8530
727 920 4997
908 367 7784
398 967 2009
210 452 3488
652 109 1509
368 516 8072
293 356 8121
208 49 1599
780 338 4253
568 179 3497
857 974 9993
651 943 7457
719 213 5278
627 892 5713
737 627 1027
552 699 8512
321 657 1237
153 547 2012
425 182 3164
445 750 2490
115 387 3444
545 426 2577
725 802 2541
301 588 8473
992 65 7493
277 571 4789
558 544 4107
729 95 3539
129 42 3944
586 590 8262
893 255 9870
333 989 2162
955 830 8204
112 821 4560
741 938 8232
272 350 4175
150 823 5318
734 323 1215
923 993 2938
774 845 2096
900 190 7390
906 462 9088
445 90 9689
515 22 5187
276 502 6724
606 907 1324
197 373 1519
148 816 1331
381 152 7798
634 393 5727
903 362 5404
569 864 3157
400 304 1111
295 950 4233
941 536 8204
639 487 4583
459 905 8611
816 692 9879
215 781 563
468 691 4344
557 110 37
541 568 215
202 742 6105
363 261 8342
34 651 8983
248 938 8868
903 557 1608
278 231 8223
661 331 1673
932 326 1244
475 955 7456
270 885 9275
698 334 6485
339 638 801
834 883 6661
357 248 9533
776 872 8877
505 213 5189
69 451 5095
342 593 5733
988 870 1619
50 421 9481
511 544 4331
64 898 4886
151 583 4546
399 920 964
101 282 4167
891 269 3817
852 685 9823
195 60 1517
854 670 9132
179 233 2723
586 273 1060
649 492 7201
533 284 7099
428 979 7579
784 246 9170
982 609 4477
658 554 8524
486 702 1477
50 697 3236
845 167 3937
930 29 2415
32 354 1830
568 492 7531
388 476 3336
349 895 361
396 815 3968
570 100 6384
306 224 8684
34 239 9439
766 881 9791
964 839 7081
67 423 6658
289 500 3189
528 810 1274
236 919 5657
750 302 9202
267 659 4426
606 192 5471
877 295 387
462 577 6192
371 632 958
61 116 8790
466 706 1352
799 472 2238
572 908 5744
398 567 6479
580 714 3387
307 708 9001
147 335 2876
891 101 3265
869 354 8172
185 217 9467
7 884 7269
310 774 6779
872 353 9198
573 914 5529
134 827 6111
633 394 5628
79 345 5
699 400 8450
230 495 1103
845 851 2675
212 136 2966
96 608 5305
659 615 1993
83 104 2881
633 162 7510
466 231 3826
47 788 91
673 947 1250
917 192 7704
361 203 5034
392 770 9
881 583 9506
987 935 6398
678 957 7442
137 997 9462
71 441 9807
875 280 5455
555 529 773
19 905 3586
217 410 7722
248 178 4762
791 729 8989
60 781 6075
848 279 8248
275 870 8612
846 57 8965
540 571 8510
225 504 2947
324 187 2825
803 434 2774
228 337 9040
791 714 9438
270 854 6087
399 537 5299
309 458 6558
974 544 9686
4 291 8414
703 395 4796
827 519 9459
985 26 2458
469 978 7059
91 216 6438
75 77 2236
65 415 4381
582 970 6569
808 169 3581
405 88 7665
903 551 3078
701 653 493
903 168 6750
982 26 713
902 443 432
110 210 3341
17 290 1
294 290 8590
465 665 4753
863 851 7196
372 803 2500
951 400 4684
652 463 8264
69 137 5285
723 310 1596
231 886 7876
121 706 3516
299 306 9653
305 247 7625
10 924 7971
564 682 8561
755 151 944
251 960 1321
461 738 5362
678 17 6189
364 578 1300
992 936 946
68 130 6533
291 705 4838
32 582 6457
470 147 4418
685 116 6486
660 613 7503
513 173 2982
24 924 3323
903 490 8721
728 329 6818
148 682 6929
260 730 3761
770 55 6355
697 329 9388
153 259 4703
522 349 9793
710 84 3434
536 575 2847
799 779 5749
928 889 7250
273 122 5125
298 654 3421
956 893 4532
27 386 6353
907 428 4562
665 825 6068
670 272 6261
202 315 5278
113 109 311
253 917 7140
71 668 9145
253 439 9964
379 276 4039
960 896 8304
81 657 7488
235 406 4553
833 612 7760
692 744 3554
940 221 7480
813 374 5247
548 262 7047
67 393 4713
195 486 477
617 982 8360
96 411 4317
902 88 1779
754 172 8232
397 42 8937
17 61 7520
787 724 71
477 916 4769
717 839 5344
257 58 7957
144 313 9951
394 571 4989
279 609 5039
71 442 8312
805 668 5682
517 703 342
287 550 8522
607 612 8808
434 432 8162
124 904 2267
287 157 1210
874 454 7144
400 576 7314
635 934 4232
844 674 7023
757 459 4616
326 341 8300
561 441 6858
452 212 9206
14 974 1310
652 323 4081
262 234 9010
263 626 5967
26 997 5825
783 30 3921
214 270 835
966 558 2505
893 602 3931
75 446 8518
62 22 8882
817 585 8400
692 213 9474
693 344 7434
345 135 3306
730 708 4755
502 460 2534
496 12 2152
665 713 4068
92 751 891
606 165 563
212 219 2381
565 347 2192
78 900 9854
448 901 5549
87 332 5401
403 671 2895
174 628 7178
224 709 2808
368 635 3951
967 928 4046
854 383 5914
203 73 1682
59 412 9454
901 424 7212
581 425 6180
273 124 6587
401 214 476
754 956 9993
647 902 4395
303 608 7525
932 158 5551
897 985 6802
339 215 7167
254 65 123
807 145 3790
499 798 9555
752 785 3623
644 125 7130
538 902 4539
992 75 1894
556 805 7503
162 235 7934
783 335 3252
773 979 9032
279 163 5214
934 928 8342
821 700 4508
706 451 4202
594 306 8750
665 858 1441
56 373 9454
587 114 1810
399 515 7787
884 186 7070
881 371 5127
146 206 9689
865 210 6073
791 329 3902
658 459 1637
875 623 2296
631 942 8339
681 627 5830
129 281 8835
984 504 6480
929 284 333
32 159 1040
440 910 4811
322 234 9324
238 302 7391
906 962 7544
883 863 4744
378 47 8841
532 344 7496
539 127 5506
96 23 838
376 447 5759
266 791 2120
332 369 4253
930 838 5340
857 626 5111
229 335 9223
913 168 9818
108 238 2670
976 271 6557
126 819 9269
384 793 6067
272 778 1851
681 737 8164
275 326 7014
536 457 6251
983 369 868
885 911 7970
288 254 2019
122 911 5896
909 866 1812
999 605 2340
661 604 2619
22 171 9596
31 919 1519
381 503 7685
967 711 1220
900 656 2176
128 966 8941
347 895 4519
71 11 3202
633 879 7366
477 880 7428
945 532 9571
60 123 8399
322 361 4010
491 88 1517
62 215 1440
378 116 1802
56 129 5480
400 812 5939
527 22 6102
289 227 920
563 375 8545
938 694 4687
598 596 2572
327 505 3436
998 307 9967
261 288 1602
181 600 3965
383 171 7551
913 716 4880
36 161 7257
504 366 9173
235 960 9250
613 136 6501
869 894 4691
721 196 7531
123 362 2681
170 875 6752
618 744 2432
268 996 9036
142 814 1044
173 523 9322
961 881 6386
466 979 3674
558 867 9054
648 367 9025
923 388 2850
719 50 5661
727 339 4711
437 345 7804
254 496 7443
661 176 4705
467 622 7006
724 647 9892
433 804 8433
805 652 8479
695 581 4294
826 816 7456
591 53 743
424 242 2250
336 993 8407
64 30 8797
960 473 6377
77 152 8290
347 8 6215
702 222 8327
400 871 5145
645 596 6018
591 961 871
10 506 9443
792 254 5577
399 171 2826
17 585 257
979 846 4976
270 543 8900
471 853 8587
709 769 3204
372 120 9994
175 37 6806
296 666 9519
916 824 5079
224 55 1320
226 622 8044
149 381 6213
223 404 1822
808 78 8597
298 567 8159
213 600 6919
104 709 8957
544 71 1693
649 163 2681
290 916 697
343 502 7570
821 861 8562
797 461 6026
435 466 462
218 722 7978
632 274 8598
462 482 8714
93 137 6601
737 334 6239
607 339 3977
98 617 6060
825 625 4908
891 931 7557
214 574 5894
779 453 1784
617 311 1804
23 742 5165
616 374 4095
585 40 4773
779 800 6772
990 928 5914
634 335 8911
689 247 8802
532 348 8745
434 143 5655
945 43 868
821 79 768
911 966 5719
961 554 6763
356 544 1465
676 107 2790
852 382 7366
497 853 1059
812 64 136
467 98 3634
387 139 9041
741 932 2029
889 403 394
278 727 2793
862 582 88
713 548 7043
863 309 3520
42 371 8291
556 495 1253
834 824 9936
390 133 727
484 102 9419
394 240 2227
86 161 2323
34 318 2660
782 49 3235
591 999 2130
561 343 1461
534 462 5076
471 10 670
731 990 9742
904 242 171
205 718 4004
610 707 1792
793 366 3525
836 999 8129
987 65 6534
602 669 1348
789 81 911
680 448 1925
15 684 5963
666 213 7318
739 105 4148
459 414 4533
49 50 744
386 989 9803
197 385 6911
35 633 1847
671 477 8946
974 714 9489
827 169 5034
649 911 4149
475 387 2069
324 590 5891
145 28 2647
726 842 2786
117 825 275
564 33 6375
253 455 1087
736 452 9350
170 315 820
806 384 7187
277 689 4707
269 828 9427
713 920 7200
764 691 7678
666 891 6442
908 715 1018
636 437 5059
722 947 11
975 626 1484
974 930 6523
530 535 805
106 386 1931
866 562 1013
830 234 5236
897 879 9866
622 792 7007
21 258 7036
179 487 7188
603 198 8655
660 486 4157
378 377 7143
18 189 8779
177 92 737
131 828 3182
721 72 1959
318 576 5667
468 347 6544
47 736 3326
234 873 6830
916 765 9697
345 997 8762
247 846 4762
686 693 5099
530 568 2514
237 377 3076
101 334 6568
150 931 1013
471 333 6211
235 432 8122
670 194 8314
482 0 9237
466 811 4618
588 25 260
594 994 1580
134 659 3518
226 249 8630
923 163 4001
117 256 8758
410 23 8615
239 287 4259
699 152 5283
76 63 3311
185 390 5066
683 800 2534
260 259 1655
81 688 231
901 977 5077
346 178 6702
951 213 5979
318 933 6261
891 733 4769
168 674 8798
30 893 8238
210 580 8584
146 193 7921
746 607 381
643 335 3393
811 9 1329
834 660 814
849 119 3260
939 147 8161
401 129 7097
996 490 4196
627 340 6116
951 956 9949
903 627 2381
207 119 9427
883 916 9884
878 900 2430
699 337 9200
764 6 3769
37 341 785
57 913 5607
246 25 6990
6 417 7737
325 628 1935
218 873 357
161 47 608
569 242 9069
349 828 803
452 800 8299
710 262 2710
792 740 7946
989 949 2924
933 900 8367
321 225 6507
450 884 1133
672 489 5429
943 750 6032
120 299 8448
97 428 8770
22 114 1358
239 11 2633
150 279 3616
467 453 7373
429 20 253
940 110 5009
158 931 1707
204 983 8255
896 851 9401
470 343 9791
385 796 1730
568 666 6366
43 928 2171
97 559 7387
43 162 9469
819 131 1731
915 194 1540
592 708 3756
920 38 4051
438 749 4684
715 356 3525
488 13 2132
591 685 5726
598 93 2962
802 625 7768
899 657 2794
390 787 8816
529 451 5840
865 748 4302
631 405 796
906 636 2501
921 838 3860
588 997 9485
673 96 2886
134 773 5966
147 646 9404
751 887 7838
35 107 8486
81 651 7506
335 368 9383
66 319 2993
498 583 6591
347 812 4797
26 8 5582
284 755 888
568 539 1294
73 371 5546
991 128 260
525 342 49
232 230 1241
88 348 7426
132 526 3483
339 65 7030
274 429 8104
694 672 4556
570 669 8113
235 661 973
55 690 7812
816 0 2648
163 885 8628
975 383 1671
25 441 8281
177 988 7825
239 522 317
817 535 6410
86 934 4632
321 963 2814
86 170 8577
893 21 9810
580 404 8079
801 647 3764
237 662 7396
352 697 1030
714 162 8878
237 187 9575
142 854 1884
123 872 8944
432 570 4904
265 368 1899
541 79 1897
277 528 5723
144 86 8692
339 738 3916
553 171 5750
734 877 9048
564 768 9714
361 989 7283
252 208 4619
119 829 8512
739 765 8850
814 22 2780
510 144 6943
381 274 3687
503 547 4306
74 799 6640
48 512 176
71 776 2360
221 123 2442
706 91 670
763 577 2507
463 16 8418
993 945 3143
796 539 8319
854 951 5938
923 289 5201
642 222 9569
928 868 3470
193 446 5582
481 395 5913
966 14 6453
233 18 7929
653 51 1779
657 853 9669
3 456 5178
113 720 8963
125 483 7553
728 167 4482
484 207 6478
206 913 6216
898 192 2851
504 604 1287
527 29 2313
24 778 2263
430 479 6082
599 749 8168
443 993 3154
676 580 9304
938 524 598
520 713 5471
895 130 9828
218 242 5560
210 792 658
60 170 8657
135 875 8713
256 473 4925
647 597 6351
931 161 6148
274 503 7638
95 334 164
876 16 2003
871 365 8354
990 403 4393
857 470 7757
576 607 4023
863 147 5735
430 475 864
582 690 3789
2 344 9196
590 458 9772
692 10 9959
132 66 5430
678 951 7772
4 617 2780
89 957 9318
914 208 8666
638 264 8081
972 936 2222
834 577 7662
386 404 6913
639 857 702
102 501 6528
826 142 3165
234 702 8049
516 653 8914
172 426 9832
796 853 6809
719 773 4271
604 746 591
276 189 3639
429 819 5069
701 749 4918
487 501 9645
483 326 2335
124 590 3212
665 344 8709
207 735 7691
214 820 6878
248 687 2162
55 962 6894
296 209 3460
296 421 5417
938 854 7344
194 772 2975
137 308 7099
699 62 2237
55 412 8830
377 302 4450
413 607 7163
768 703 8202
313 895 4174
348 640 6708
598 902 6555
597 950 8097
719 850 4849
480 554 2087
473 525 7171
511 840 3422
479 869 1849
858 855 6706
713 883 9665
66 863 5529
286 893 7792
801 488 6068
223 187 9828
374 875 1273
24 859 4192
562 729 1820
864 673 1622
592 231 5583
738 241 2041
984 624 8375
135 449 4604
787 367 4561
454 95 2367
61 487 8459
888 410 1909
656 874 6560
99 636 1055
170 72 5400
54 329 7462
161 923 3110
88 803 7060
401 132 5333
546 892 1324
763 551 5522
532 651 9083
231 182 7153
416 974 5311
188 668 8517
942 200 8932
115 342 4613
489 909 8324
425 81 3263
601 369 1241
225 868 3850
848 197 1339
149 544 3826
830 850 4661
363 488 2110
404 755 3739
38 181 5236
442 655 7064
885 718 4825
727 784 2573
566 602 6
131 295 7218
747 108 5422
671 619 2431
965 560 2557
66 838 9517
29 354 4229
262 370 543
6 727 970
683 658 672
540 670 5599
753 873 3008
617 384 4937
798 859 8875
555 271 5559
4 346 5168
64 575 60
901 255 6736
220 249 2233
764 369 5568
829 373 5329
430 877 5717
790 69 2
145 355 59
465 967 4388
342 118 168
257 491 5178
7 59 7701
708 402 6564
912 166 3827
812 645 9551
358 819 9660
150 873 6359
273 285 2195
597 713 876
197 603 2554
328 359 4034
742 478 4550
778 545 4001
451 306 3488
615 626 1613
460 92 3118
750 897 3584
530 204 4768
891 493 4881
577 654 8909
588 726 9613
267 191 4824
581 738 3488
585 712 5377
438 239 519
853 846 7250
625 159 3175
193 986 4291
385 55 600
79 586 4501
947 433 6120
941 304 3723
69 242 4823
433 41 9321
414 21 6583
1 998 8025
557 880 7956
659 57 2004
810 917 1631
214 902 395
339 436 3852
692 57 1620
672 858 9951
875 334 8378
721 640 1191
670 267 4246
361 818 2001
717 816 5698
413 667 4153
52 75 7164
781 617 292
126 379 2166
199 774 4297
327 763 9025
665 549 7121
715 217 5476
243 304 1069
982 64 485
45 214 9723
843 46 3711
426 817 2909
122 196 3295
281 378 4969
282 131 5434
689 68 4534
811 734 3585
864 376 1491
541 536 5265
871 444 2868
890 389 3335
367 584 9595
492 421 3555
620 112 3723
376 549 5484
942 439 8760
268 740 6314
35 715 8986
288 307 7552
596 215 4822
9 676 1571
27 177 54
917 749 612
967 214 2272
867 306 7711
711 463 9263
106 327 5148
598 783 5279
365 452 9133
390 793 4247
586 778 5258
537 873 1807
43 148 6449
403 247 2369
631 462 2215
455 94 9206
301 22 8911
29 930 975
315 450 4602
72 747 7025
647 123 7822
220 480 4446
32 75 2176
564 917 1586
458 673 487
580 47 1613
487 269 1527
230 757 4483
253 186 3052
306 956 3838
633 269 1598
408 329 5540
992 666 8671
332 307 9713
710 11 2834
54 967 1620
562 761 7372
359 44 6364
280 79 8683
925 344 1736
822 47 4227
791 230 7998
918 842 6937
371 175 4104
787 720 6506
433 590 336
799 492 3076
132 141 8946
14 634 2583
750 655 2011
98 453 234
203 2 5957
11 996 1525
712 412 8846
227 824 4002
161 210 7520
999 759 1310
486 156 575
152 189 2992
797 337 9324
251 281 9155
445 486 4575
199 787 7261
374 950 9625
152 197 2860
128 351 2033
193 928 5034
241 654 3797
601 622 9264
32 383 4040
664 311 4444
555 278 5092
440 672 3818
377 939 9027
237 302 7679
680 776 7838
306 534 5223
356 780 2179
363 29 7880
691 849 3987
979 639 3998
530 173 9760
71 100 1617
635 185 883
329 725 6728
343 363 9727
545 525 5589
481 348 1518
332 353 21
784 402 5436
498 135 1394
320 311 7983
625 947 8032
251 693 979
591 355 182
734 848 4811
926 304 2792
849 464 9675
605 322 690
173 369 5796
240 93 7099
579 519 7264
990 526 6146
386 142 994
995 912 2968
484 352 6022
295 25 3611
680 413 6858
489 233 6850
743 977 2011
844 232 5886
649 705 5243
85 310 9066
149 725 1368
955 526 5923
202 805 8199
930 857 3223
513 169 5612
713 321 5743
603 978 5341
654 639 3107
449 954 2455
564 124 750
780 344 8028
404 36 279
729 131 2778
855 822 8847
498 982 378
464 913 8696
92 932 9155
720 435 3564
905 820 3674
312 373 4818
86 399 779
441 28 5343
826 577 9352
3 952 4914
371 947 2697
224 53 6042
226 743 505
69 241 7692
228 936 7
526 424 1775
544 239 8356
698 5 9268
861 171 2409
720 796 8600
222 131 4964
812 173 7954
618 351 5746
713 637 606
798 651 817
445 178 3717
875 958 5536
22 806 3917
97 175 2593
529 745 6528
482 759 8849
811 504 2216
936 423 4484
128 557 9894
968 115 1748
21 524 5975
980 79 9460
127 322 4905
380 283 5235
298 589 6563
355 739 1983
732 702 1964
807 383 4947
249 122 4134
252 153 5134
422 66 2310
161 767 295
191 653 6761
730 25 1553
959 364 4332
284 443 9656
465 374 7975
183 91 1392
754 330 1907
242 856 2228
299 976 3344
33 714 695
149 265 1195
597 413 488
358 477 7808
64 760 194
663 12 4002
276 63 7921
176 814 4180
398 687 7199
874 166 3721
571 403 1109
597 217 4648
143 888 6442
607 942 6572
947 965 8701
632 528 4883
818 108 9541
722 435 5457
800 395 7555
482 966 1830
519 603 5293
230 814 7541
189 751 5367
841 362 4119
118 518 5057
594 627 1407
909 351 5799
794 854 6500
582 73 5908
114 996 6650
750 783 6387
803 206 2301
293 989 7454
28 481 2278
863 203 4277
812 506 5717
177 833 8912
760 55 2972
743 452 3466
494 593 3554
447 460 2772
990 307 6709
238 352 6166
727 215 7582
869 204 1643
102 92 7243
201 66 4849
816 450 7000
149 535 1884
186 689 8465
853 974 9811
875 489 1574
232 421 8481
11 128 8049
453 701 2089
92 323 1900
908 426 5106
327 378 4120
253 364 4275
641 896 257
28 100 3235
43 447 5751
547 963 8826
6 838 8176
687 748 941
549 857 8989
662 889 9547
843 814 7678
225 554 8833
935 258 4034
410 856 2796
182 997 3809
732 613 9049
700 102 1710
451 898 4369
341 959 566
608 527 8690
745 864 8477
784 883 2249
761 67 8846
379 341 4740
426 438 9570
391 720 9527
996 881 2501
424 691 2039
421 197 1056
15 773 2447
77 713 6038
960 966 2139
273 998 1369
723 276 7258
716 862 6395
613 923 3157
563 21 3625
561 524 327
528 166 2127
987 451 4841
191 467 9126
547 276 9261
533 286 6587
743 875 3848
598 654 1413
682 987 9903
642 414 6407
313 348 6315
767 604 6292
883 743 3253
697 941 1565
278 176 80
692 102 6228
801 323 2266
445 756 1545
287 374 8521
345 573 1638
28 799 1201
50 800 5747
621 760 2342
629 979 9387
138 288 1855
765 557 1167
290 49 7109
868 276 9246
747 804 6838
546 595 6398
196 172 8779
439 312 1149
523 103 9836
621 911 4541
838 445 9386
980 295 4387
418 267 844
569 412 7498
53 922 4907
974 18 841
704 724 726
652 881 378
673 601 3452
451 159 6580
202 672 8679
731 337 7051
834 258 6200
96 137 7553
436 635 549
785 738 6831
834 325 160
572 825 3756
738 520 8097
150 742 1307
846 783 5606
699 828 4479
307 741 5023
325 829 3911
591 140 1094
232 127 5386
696 369 9374
573 352 7162
50 548 1678
349 972 1956
607 538 1287
751 872 3408
450 589 8003
980 508 3731
812 355 2438
90 311 9890
218 133 4917
313 951 1722
442 224 883
120 898 1211
249 824 8772
743 836 6013
969 939 8666
858 990 7551
561 644 7917
53 527 1432
485 141 8645
816 669 8183
95 783 5303
548 129 1588
700 207 9184
591 297 2470
66 91 5559
513 460 7088
442 457 4703
289 368 7308
748 914 659
959 133 3235
204 533 8847
431 609 8278
708 777 5625
215 419 1274
658 865 7122
712 55 3061
610 304 7949
422 373 4815
292 475 7270
303 313 1511
200 628 3513
293 533 1318
62 376 7509
313 34 5449
188 661 8545
864 388 8411
830 289 1333
682 97 679
964 50 2959
141 730 9772
314 342 1581
122 727 7971
266 969 5394
874 158 5813
715 305 5095
894 697 7954
637 823 5852
220 566 9404
370 309 7012
151 889 9809
90 720 3808
587 367 9416
320 657 3022
912 200 6094
605 243 6747
889 749 3175
815 687 6125
295 824 5577
775 378 5710
132 171 6957
78 390 4548
510 217 1306
127 40 7341
598 523 4613
562 598 3344
154 814 4449
285 49 7721
226 229 4891
432 73 1800
873 360 1078
459 799 1943
419 869 8697
667 580 2374
85 546 5769
321 197 3894
919 155 6298
594 810 1852
51 741 3034
389 399 6846
283 647 5518
251 511 2931
396 767 9074
527 388 8997
172 410 9301
912 138 6748
672 560 945
216 588 4581
421 130 6987
187 630 7179
677 0 1155
648 840 1145
133 75 839
450 123 8324
776 946 4334
505 758 3611
71 523 2951
468 756 5222
49 189 9168
465 291 4084
346 421 2791
574 960 809
359 734 4674
625 679 6459
414 99 6132
991 438 2564
821 341 5469
625 934 9808
59 759 4153
325 11 9862
515 211 7015
595 709 6690
532 275 69
640 980 6351
909 927 2419
569 166 7155
478 276 9060
373 392 9273
763 472 9702
774 824 4903
219 640 6512
839 431 3942
385 130 7137
310 762 2070
58 11 102
860 659 2888
214 615 1137
110 615 1845
682 846 266
90 75 5752
145 161 6514
955 74 5290
905 562 3236
908 98 9433
903 103 8076
181 865 9432
830 712 9746
963 185 7535
601 247 5580
751 292 5954
870 805 2860
407 588 9777
8 105 4184
63 810 9585
693 903 2292
681 153 1983
396 567 8128
446 591 5111
332 926 2567
211 622 6787
491 993 7316
180 775 4431
101 466 2999
583 380 74
361 582 1830
748 47 2225
969 302 3793
776 753 5608
663 495 9731
60 194 2952
744 802 7574
26 399 2458
431 717 9462
323 697 1460
951 461 3144
587 833 4788
579 997 4115
221 485 1941
557 406 1144
214 132 9804
891 890 5841
742 993 6017
239 917 425
51 338 6430
891 81 6184
420 583 4470
888 954 8816
550 579 4133
851 579 8961
595 948 1459
608 185 9430
60 786 9327
701 893 9566
779 201 9697
761 30 7831
352 643 6468
544 233 1250
693 326 4490
657 604 9681
312 696 9993
549 108 4580
57 976 2742
3 908 7014
696 525 5686
354 355 8489
400 200 34
932 7 7260
325 135 8368
25 851 7655
718 209 9842
808 538 2757
906 724 2746
897 791 9068
944 268 5666
177 605 3343
921 263 3304
659 165 9532
941 135 9473
374 723 9712
207 15 1638
878 397 2504
448 711 1546
724 147 8130
106 260 4509
251 109 5662
454 872 188
114 408 4450
301 395 8955
834 387 8831
975 381 3037
342 680 3547
335 827 3923
204 919 788
940 343 8220
400 548 1750
845 528 5758
696 978 5934
161 417 1275
288 442 1855
218 562 3475
130 829 4236
132 88 3380
257 145 7570
770 304 5603
915 537 875
733 180 6641
995 45 8033
589 336 2343
453 380 2804
522 14 5918
894 406 3074
748 103 6958
621 463 6924
320 594 2861
442 113 9973
919 185 1931
513 905 624
267 923 8581
315 755 759
763 597 757
823 443 2906
251 275 5730
523 755 3112
296 172 1234
692 576 6456
959 975 959
241 451 3178
725 366 5861
638 91 6061
430 196 6904
109 669 4976
664 671 4349
277 462 8270
527 483 28
727 152 8
798 632 5364
63 285 4910
26 732 4081
648 785 4158
861 247 2823
487 602 849
124 601 8810
998 425 8511
578 182 3142
538 240 7991
188 957 2295
110 456 4728
989 571 6822
820 992 8575
77 48 9604
664 29 9907
596 357 7502
153 886 4759
686 472 2633
990 234 4419
169 927 4671
362 127 51
585 801 851
832 501 5140
821 10 1652
309 392 1914
966 334 5555
479 443 3095
163 24 4946
605 522 7180
687 545 458
712 290 9493
270 568 4748
398 837 6746
91 949 7283
595 253 1404
446 954 1300
884 741 4082
359 24 5072
217 272 752
627 464 1935
790 660 5100
936 792 2475
289 539 9623
762 176 8091
171 833 9934
745 691 2418
687 56 2287
218 490 1071
770 834 6999
548 404 1129
893 214 2362
104 509 7222
292 577 4883
483 593 4966
444 456 1848
722 33 4239
949 421 4692
436 971 4940
1 154 6395
281 965 5366
167 554 8570
310 48 3292
354 244 7368
947 925 3072
951 654 680
293 513 7946
269 130 2154
727 330 7598
130 596 7084
541 167 8194
857 307 4299
151 567 3053
707 652 9819
807 24 3505
363 571 2548
243 700 819
162 337 3463
813 402 4347
547 947 6586
528 10 3534
0 385 6006
393 950 2902
223 55 4604
827 480 4782
160 238 1389
271 996 5633
248 830 1246
908 787 4423
10 454 4391
559 74 4707
191 504 399
557 161 3568
132 360 8163
659 414 8716
979 50 2366
992 844 1821
746 30 6191
329 225 8397
44 687 4109
484 194 225
910 302 3025
440 641 2267
820 833 5642
737 240 2935
828 157 1596
307 963 1089
447 752 3289
677 636 4120
894 37 7266
392 389 6101
864 401 1575
612 814 6954
323 751 7180
892 900 8220
933 962 9473
103 771 2081
909 499 9006
562 677 3929
443 83 5540
181 890 7307
578 283 1562
111 998 6309
231 27 2986
543 233 360
626 973 6554
919 382 23
257 334 3104
704 368 1612
766 996 2311
110 461 209
816 717 9473
254 415 2774
843 894 4120
364 871 9300
774 304 1231
913 483 7553
152 218 6321
820 635 2762
482 154 6816
469 330 6874
524 788 1963
454 325 5027
174 390 2324
651 88 5977
424 869 3968
478 377 4347
928 634 8533
481 219 3975
153 761 5042
821 619 4533
604 556 1118
56 274 103
674 42 3426
219 45 4384
355 635 9903
434 747 9656
966 155 3846
585 379 9261
919 151 4697
284 699 6423
356 143 8455
705 147 7333
573 752 1842
521 207 6404
811 976 8801
538 766 8554
965 106 7918
238 878 1218
717 73 3392
634 333 3701
922 517 2106
384 59 1573
417 497 4603
703 992 2012
363 946 7225
656 223 1150
658 226 7481
867 322 7425
653 247 3730
292 886 8925
491 112 3492
